Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
09/05/2016,1262.4,1296.5,1262.4,1294.35,1287.6210303754,191076,10750,246033476,58703,30.72,34.1,31.95
06/05/2016,1269.8,1272,1255,1260.05,1263.1086863462,112130,5636,141632377,29769,26.55,17,-9.75
05/05/2016,1249,1280,1245,1273.45,1265.6077566549,173219,8649,219227310,54835,31.66,35,24.45
04/05/2016,1246.7,1257.85,1241,1246.05,1248.8229965223,105529,4951,131787042,27367,25.93,16.85,-0.65
03/05/2016,1250.05,1282,1245,1250.85,1266.7372961395,221291,10205,280317563,52398,23.68,37,0.8
02/05/2016,1248.8,1252.85,1236.75,1248.1,1245.8854826169,99033,5571,123383777,22384,22.6,16.1,-0.7
29/04/2016,1260,1266.6,1246.5,1253.55,1256.3894880754,98745,5195,124062180,17496,17.72,20.1,-6.45
28/04/2016,1277.8,1282.5,1254,1259.6,1264.1384397274,231357,6921,292467277,32959,14.25,28.5,-18.2
27/04/2016,1281,1288,1272,1277.3,1278.2895946982,88724,4862,113414966,23018,25.94,16,-3.7
26/04/2016,1260.05,1283,1258,1281,1274.2529510339,135461,7008,172611579,42233,31.18,25,20.95
25/04/2016,1265,1276.95,1258,1265.45,1265.8654615678,107709,6118,136345103,23928,22.22,18.95,0.45
22/04/2016,1250.1,1267.4,1242.05,1263.1,1257.9137828884,119837,6886,150744614,24904,20.78,25.35,13
21/04/2016,1268.2,1274.95,1246.5,1251.65,1261.4583420443,119581,8340,150846450,31178,26.07,28.45,-16.55
20/04/2016,1256.3,1268,1249,1264.1,1260.3966918997,160636,8453,202465083,38461,23.94,19,7.8
18/04/2016,1235,1253,1210,1249.3,1240.8897086803,155053,8500,192403672,37963,24.48,43,14.3
13/04/2016,1235,1253,1230.95,1235.55,1242.1305565334,187482,10329,232877121,54689,29.17,22.05,0.55
12/04/2016,1215.95,1235,1208,1222.55,1220.9215163968,184701,8383,225505425,38798,21.01,27,6.6
11/04/2016,1194.65,1217,1187.4,1212.8,1202.2167815732,178696,9608,214831330,40386,22.6,29.6,18.15
